"activity" "subject" "feature" "average value"
"4672" "SITTING" 30 "tGravityAcc-std()-Y" -0.959361306774194
"4673" "SITTING" 30 "tGravityAcc-std()-Z" -0.956635663064516
"4674" "SITTING" 30 "tBodyAccJerk-mean()-X" 0.0760057731790323
"4675" "SITTING" 30 "tBodyAccJerk-mean()-Y" 0.00975692523887097
"4676" "SITTING" 30 "tBodyAccJerk-mean()-Z" -0.00278161828080645
"4677" "SITTING" 30 "tBodyAccJerk-std()-X" -0.988864577419355
"4678" "SITTING" 30 "tBodyAccJerk-std()-Y" -0.980420928387097
"4679" "SITTING" 30 "tBodyAccJerk-std()-Z" -0.988164381290323
"4680" "SITTING" 30 "tBodyGyro-mean()-X" -0.0358426482048387
"4681" "SITTING" 30 "tBodyGyro-mean()-Y" -0.074353558416129
"4682" "SITTING" 30 "tBodyGyro-mean()-Z" 0.0702002598387097
"4683" "SITTING" 30 "tBodyGyro-std()-X" -0.988132669516129
"4684" "SITTING" 30 "tBodyGyro-std()-Y" -0.976477561935484
"4685" "SITTING" 30 "tBodyGyro-std()-Z" -0.955053200806452
"4686" "SITTING" 30 "tBodyGyroJerk-mean()-X" -0.095270767516129
"4687" "SITTING" 30 "tBodyGyroJerk-mean()-Y" -0.0407930587264516
"4688" "SITTING" 30 "tBodyGyroJerk-mean()-Z" -0.0488204595806452
"4689" "SITTING" 30 "tBodyGyroJerk-std()-X" -0.993868545483871
"4690" "SITTING" 30 "tBodyGyroJerk-std()-Y" -0.992491322903226
"4691" "SITTING" 30 "tBodyGyroJerk-std()-Z" -0.988124495645161
"4692" "SITTING" 30 "tBodyAccMag-mean()" -0.957487221451613
"4693" "SITTING" 30 "tBodyAccMag-std()" -0.942901466612903
"4694" "SITTING" 30 "tGravityAccMag-mean()" -0.957487221451613
"4695" "SITTING" 30 "tGravityAccMag-std()" -0.942901466612903
"4696" "SITTING" 30 "tBodyAccJerkMag-mean()" -0.987799055645161
"4697" "SITTING" 30 "tBodyAccJerkMag-std()" -0.98605764
"4698" "SITTING" 30 "tBodyGyroMag-mean()" -0.955847323870968
"4699" "SITTING" 30 "tBodyGyroMag-std()" -0.960641288225806
"4700" "SITTING" 30 "tBodyGyroJerkMag-mean()" -0.993737388225806
"4701" "SITTING" 30 "tBodyGyroJerkMag-std()" -0.991280225
"4702" "SITTING" 30 "fBodyAcc-mean()-X" -0.985008785
"4703" "SITTING" 30 "fBodyAcc-mean()-Y" -0.954076042258065
"4704" "SITTING" 30 "fBodyAcc-mean()-Z" -0.966274090645161
"4705" "SITTING" 30 "fBodyAcc-std()-X" -0.983231005483871
"4706" "SITTING" 30 "fBodyAcc-std()-Y" -0.933992577903226
"4707" "SITTING" 30 "fBodyAcc-std()-Z" -0.946203823387097
"4708" "SITTING" 30 "fBodyAcc-meanFreq()-X" -0.122700486687097
"4709" "SITTING" 30 "fBodyAcc-meanFreq()-Y" 0.00713815064193549
"4710" "SITTING" 30 "fBodyAcc-meanFreq()-Z" 0.0927750236451613
"4711" "SITTING" 30 "fBodyAccJerk-mean()-X" -0.988775436451613
"4712" "SITTING" 30 "fBodyAccJerk-mean()-Y" -0.980405717258064
"4713" "SITTING" 30 "fBodyAccJerk-mean()-Z" -0.985978315322581
"4714" "SITTING" 30 "fBodyAccJerk-std()-X" -0.990017564516129
"4715" "SITTING" 30 "fBodyAccJerk-std()-Y" -0.981902116451613
"4716" "SITTING" 30 "fBodyAccJerk-std()-Z" -0.988971211935484
"4717" "SITTING" 30 "fBodyAccJerk-meanFreq()-X" 0.136689127145161
"4718" "SITTING" 30 "fBodyAccJerk-meanFreq()-Y" -0.127783839180645
"4719" "SITTING" 30 "fBodyAccJerk-meanFreq()-Z" -0.021487476616129
"4720" "SITTING" 30 "fBodyGyro-mean()-X" -0.987034626451613
"4721" "SITTING" 30 "fBodyGyro-mean()-Y" -0.982005883387097
"4722" "SITTING" 30 "fBodyGyro-mean()-Z" -0.961177109516129
"4723" "SITTING" 30 "fBodyGyro-std()-X" -0.988484803225806
"4724" "SITTING" 30 "fBodyGyro-std()-Y" -0.973804950806452
"4725" "SITTING" 30 "fBodyGyro-std()-Z" -0.95730868516129
"4726" "SITTING" 30 "fBodyGyro-meanFreq()-X" -0.0154022432258065
"4727" "SITTING" 30 "fBodyGyro-meanFreq()-Y" -0.312781565
"4728" "SITTING" 30 "fBodyGyro-meanFreq()-Z" -0.0503841254806452
"4729" "SITTING" 30 "fBodyAccMag-mean()" -0.959923388064516
"4730" "SITTING" 30 "fBodyAccMag-std()" -0.943543732580645
"4731" "SITTING" 30 "fBodyAccMag-meanFreq()" 0.0705937003967742
"4732" "SITTING" 30 "fBodyBodyAccJerkMag-mean()" -0.985826330967742
"4733" "SITTING" 30 "fBodyBodyAccJerkMag-std()" -0.985294959032258
"4734" "SITTING" 30 "fBodyBodyAccJerkMag-meanFreq()" 0.318768530887097
"4735" "SITTING" 30 "fBodyBodyGyroMag-mean()" -0.973876282903226
"4736" "SITTING" 30 "fBodyBodyGyroMag-std()" -0.959513937258065
"4737" "SITTING" 30 "fBodyBodyGyroMag-meanFreq()" -0.146608517580645
"4738" "SITTING" 30 "fBodyBodyGyroJerkMag-mean()" -0.991750682096774
"4739" "SITTING" 30 "fBodyBodyGyroJerkMag-std()" -0.990946424516129
"4740" "SITTING" 30 "fBodyBodyGyroJerkMag-meanFreq()" 0.216651118587097
"4741" "STANDING" 1 "tBodyAcc-mean()-X" 0.278917629056604
"4742" "STANDING" 1 "tBodyAcc-mean()-Y" -0.0161375901037736
"4743" "STANDING" 1 "tBodyAcc-mean()-Z" -0.110601817735849
"4744" "STANDING" 1 "tBodyAcc-std()-X" -0.995759901509434
"4745" "STANDING" 1 "tBodyAcc-std()-Y" -0.973190056415094
"4746" "STANDING" 1 "tBodyAcc-std()-Z" -0.979775876981132
"4747" "STANDING" 1 "tGravityAcc-mean()-X" 0.942952000377358
"4748" "STANDING" 1 "tGravityAcc-mean()-Y" -0.272983832264151
"4749" "STANDING" 1 "tGravityAcc-mean()-Z" 0.0134905823226415
"4750" "STANDING" 1 "tGravityAcc-std()-X" -0.99376298509434
"4751" "STANDING" 1 "tGravityAcc-std()-Y" -0.981225957924528
"4752" "STANDING" 1 "tGravityAcc-std()-Z" -0.976324063584906
"4753" "STANDING" 1 "tBodyAccJerk-mean()-X" 0.0753766542264151
"4754" "STANDING" 1 "tBodyAccJerk-mean()-Y" 0.00797573092830189
"4755" "STANDING" 1 "tBodyAccJerk-mean()-Z" -0.00368524954709434
"4756" "STANDING" 1 "tBodyAccJerk-std()-X" -0.994604542264151
"4757" "STANDING" 1 "tBodyAccJerk-std()-Y" -0.98564873245283
"4758" "STANDING" 1 "tBodyAccJerk-std()-Z" -0.992251177358491
"4759" "STANDING" 1 "tBodyGyro-mean()-X" -0.0239877347979245
"4760" "STANDING" 1 "tBodyGyro-mean()-Y" -0.0593972209811321
"4761" "STANDING" 1 "tBodyGyro-mean()-Z" 0.074800751
"4762" "STANDING" 1 "tBodyGyro-std()-X" -0.987191946603774
"4763" "STANDING" 1 "tBodyGyro-std()-Y" -0.98773444
"4764" "STANDING" 1 "tBodyGyro-std()-Z" -0.980645626981132
"4765" "STANDING" 1 "tBodyGyroJerk-mean()-X" -0.0996092129056604
"4766" "STANDING" 1 "tBodyGyroJerk-mean()-Y" -0.0440627877924528
"4767" "STANDING" 1 "tBodyGyroJerk-mean()-Z" -0.0489505466716981
"4768" "STANDING" 1 "tBodyGyroJerk-std()-X" -0.992945106981132
"4769" "STANDING" 1 "tBodyGyroJerk-std()-Y" -0.995137917358491
"4770" "STANDING" 1 "tBodyGyroJerk-std()-Z" -0.992108467169811
"4771" "STANDING" 1 "tBodyAccMag-mean()" -0.984278207358491
"4772" "STANDING" 1 "tBodyAccMag-std()" -0.981942928867925
"4773" "STANDING" 1 "tGravityAccMag-mean()" -0.984278207358491
"4774" "STANDING" 1 "tGravityAccMag-std()" -0.981942928867925
"4775" "STANDING" 1 "tBodyAccJerkMag-mean()" -0.992367790566038
"4776" "STANDING" 1 "tBodyAccJerkMag-std()" -0.993096209433962
"4777" "STANDING" 1 "tBodyGyroMag-mean()" -0.976493792830189
"4778" "STANDING" 1 "tBodyGyroMag-std()" -0.978690028679245
"4779" "STANDING" 1 "tBodyGyroJerkMag-mean()" -0.994966790566038
"4780" "STANDING" 1 "tBodyGyroJerkMag-std()" -0.994733238679245
"4781" "STANDING" 1 "fBodyAcc-mean()-X" -0.995249932641509
"4782" "STANDING" 1 "fBodyAcc-mean()-Y" -0.977070847735849
"4783" "STANDING" 1 "fBodyAcc-mean()-Z" -0.985297098679245
"4784" "STANDING" 1 "fBodyAcc-std()-X" -0.99602834509434
"4785" "STANDING" 1 "fBodyAcc-std()-Y" -0.972293102075472
"4786" "STANDING" 1 "fBodyAcc-std()-Z" -0.977937259622642
"4787" "STANDING" 1 "fBodyAcc-meanFreq()-X" 0.0865153619088679
"4788" "STANDING" 1 "fBodyAcc-meanFreq()-Y" 0.117478948718868
"4789" "STANDING" 1 "fBodyAcc-meanFreq()-Z" 0.244858585792453
"4790" "STANDING" 1 "fBodyAccJerk-mean()-X" -0.994630797358491
"4791" "STANDING" 1 "fBodyAccJerk-mean()-Y" -0.985418704528302
"4792" "STANDING" 1 "fBodyAccJerk-mean()-Z" -0.990752166037736
"4793" "STANDING" 1 "fBodyAccJerk-std()-X" -0.995073759245283
"4794" "STANDING" 1 "fBodyAccJerk-std()-Y" -0.987018226792453
"4795" "STANDING" 1 "fBodyAccJerk-std()-Z" -0.992349818113208
"4796" "STANDING" 1 "fBodyAccJerk-meanFreq()-X" 0.314182940150943
"4797" "STANDING" 1 "fBodyAccJerk-meanFreq()-Y" 0.0391618954943396
"4798" "STANDING" 1 "fBodyAccJerk-meanFreq()-Z" 0.138581478749057
"4799" "STANDING" 1 "fBodyGyro-mean()-X" -0.986386786037736
"4800" "STANDING" 1 "fBodyGyro-mean()-Y" -0.988984455849057
"4801" "STANDING" 1 "fBodyGyro-mean()-Z" -0.980773122830189
"4802" "STANDING" 1 "fBodyGyro-std()-X" -0.987497128679245
"4803" "STANDING" 1 "fBodyGyro-std()-Y" -0.987107727735849
"4804" "STANDING" 1 "fBodyGyro-std()-Z" -0.98234533
"4805" "STANDING" 1 "fBodyGyro-meanFreq()-X" -0.120293020603774
"4806" "STANDING" 1 "fBodyGyro-meanFreq()-Y" -0.0447191978169811
"4807" "STANDING" 1 "fBodyGyro-meanFreq()-Z" 0.100607635139623
"4808" "STANDING" 1 "fBodyAccMag-mean()" -0.985356361132075
"4809" "STANDING" 1 "fBodyAccMag-std()" -0.982313804716981
"4810" "STANDING" 1 "fBodyAccMag-meanFreq()" 0.284555290773585
"4811" "STANDING" 1 "fBodyBodyAccJerkMag-mean()" -0.99254247754717
"4812" "STANDING" 1 "fBodyBodyAccJerkMag-std()" -0.992536003396226
"4813" "STANDING" 1 "fBodyBodyAccJerkMag-meanFreq()" 0.422220102264151
"4814" "STANDING" 1 "fBodyBodyGyroMag-mean()" -0.984617623396226
"4815" "STANDING" 1 "fBodyBodyGyroMag-std()" -0.978466072075472
"4816" "STANDING" 1 "fBodyBodyGyroMag-meanFreq()" -0.0286057725328302
"4817" "STANDING" 1 "fBodyBodyGyroJerkMag-mean()" -0.994815376981132
"4818" "STANDING" 1 "fBodyBodyGyroJerkMag-std()" -0.994671123207547
"4819" "STANDING" 1 "fBodyBodyGyroJerkMag-meanFreq()" 0.334498734301887
"4820" "STANDING" 2 "tBodyAcc-mean()-X" 0.277911472222222
"4821" "STANDING" 2 "tBodyAcc-mean()-Y" -0.0184208270166667
"4822" "STANDING" 2 "tBodyAcc-mean()-Z" -0.105908536055556
"4823" "STANDING" 2 "tBodyAcc-std()-X" -0.987271889259259
"4824" "STANDING" 2 "tBodyAcc-std()-Y" -0.957304989259259
"4825" "STANDING" 2 "tBodyAcc-std()-Z" -0.949741851296296
"4826" "STANDING" 2 "tGravityAcc-mean()-X" 0.896928566851852
"4827" "STANDING" 2 "tGravityAcc-mean()-Y" -0.370062696851852
"4828" "STANDING" 2 "tGravityAcc-mean()-Z" 0.129747161222222
"4829" "STANDING" 2 "tGravityAcc-std()-X" -0.986685818703704
"4830" "STANDING" 2 "tGravityAcc-std()-Y" -0.97419442037037
"4831" "STANDING" 2 "tGravityAcc-std()-Z" -0.945927078703704
"4832" "STANDING" 2 "tBodyAccJerk-mean()-X" 0.0747588597592593
"4833" "STANDING" 2 "tBodyAccJerk-mean()-Y" 0.0103291774794444
"4834" "STANDING" 2 "tBodyAccJerk-mean()-Z" -0.00837158846722222
"4835" "STANDING" 2 "tBodyAccJerk-std()-X" -0.981085715555556
"4836" "STANDING" 2 "tBodyAccJerk-std()-Y" -0.97105943962963
"4837" "STANDING" 2 "tBodyAccJerk-std()-Z" -0.982841446481482
"4838" "STANDING" 2 "tBodyGyro-mean()-X" -0.0238623875712963
"4839" "STANDING" 2 "tBodyGyro-mean()-Y" -0.0820396577592593
"4840" "STANDING" 2 "tBodyGyro-mean()-Z" 0.0878351695481481
"4841" "STANDING" 2 "tBodyGyro-std()-X" -0.972998629814815
"4842" "STANDING" 2 "tBodyGyro-std()-Y" -0.971441996481481
"4843" "STANDING" 2 "tBodyGyro-std()-Z" -0.964856701851852
"4844" "STANDING" 2 "tBodyGyroJerk-mean()-X" -0.105562157888889
"4845" "STANDING" 2 "tBodyGyroJerk-mean()-Y" -0.042241953537037
"4846" "STANDING" 2 "tBodyGyroJerk-mean()-Z" -0.0546539479425926
"4847" "STANDING" 2 "tBodyGyroJerk-std()-X" -0.979324000740741
"4848" "STANDING" 2 "tBodyGyroJerk-std()-Y" -0.983447258518519
"4849" "STANDING" 2 "tBodyGyroJerk-std()-Z" -0.973610118333333
"4850" "STANDING" 2 "tBodyAccMag-mean()" -0.965875181296296
"4851" "STANDING" 2 "tBodyAccMag-std()" -0.957874965
"4852" "STANDING" 2 "tGravityAccMag-mean()" -0.965875181296296
"4853" "STANDING" 2 "tGravityAccMag-std()" -0.957874965
"4854" "STANDING" 2 "tBodyAccJerkMag-mean()" -0.980489077407407
"4855" "STANDING" 2 "tBodyAccJerkMag-std()" -0.976675280185185
"4856" "STANDING" 2 "tBodyGyroMag-mean()" -0.963466341851852
"4857" "STANDING" 2 "tBodyGyroMag-std()" -0.95394338037037
"4858" "STANDING" 2 "tBodyGyroJerkMag-mean()" -0.983951904259259
"4859" "STANDING" 2 "tBodyGyroJerkMag-std()" -0.977204427777778
"4860" "STANDING" 2 "fBodyAcc-mean()-X" -0.983946739814815
"4861" "STANDING" 2 "fBodyAcc-mean()-Y" -0.959871697407407
"4862" "STANDING" 2 "fBodyAcc-mean()-Z" -0.962471195740741
"4863" "STANDING" 2 "fBodyAcc-std()-X" -0.989056469814815
"4864" "STANDING" 2 "fBodyAcc-std()-Y" -0.957908842222222
"4865" "STANDING" 2 "fBodyAcc-std()-Z" -0.946433583518518
"4866" "STANDING" 2 "fBodyAcc-meanFreq()-X" 0.108519182924074
"4867" "STANDING" 2 "fBodyAcc-meanFreq()-Y" 0.0623378066683333
"4868" "STANDING" 2 "fBodyAcc-meanFreq()-Z" 0.104462499601852
"4869" "STANDING" 2 "fBodyAccJerk-mean()-X" -0.980973241666667
"4870" "STANDING" 2 "fBodyAccJerk-mean()-Y" -0.970851337962963
"4871" "STANDING" 2 "fBodyAccJerk-mean()-Z" -0.979775152037037
"4872" "STANDING" 2 "fBodyAccJerk-std()-X" -0.983007923703704
"4873" "STANDING" 2 "fBodyAccJerk-std()-Y" -0.973520241111111
"4874" "STANDING" 2 "fBodyAccJerk-std()-Z" -0.984599905185185
"4875" "STANDING" 2 "fBodyAccJerk-meanFreq()-X" 0.331449281481482
"4876" "STANDING" 2 "fBodyAccJerk-meanFreq()-Y" -0.0569368291814815
"4877" "STANDING" 2 "fBodyAccJerk-meanFreq()-Z" 0.0396498183462963
"4878" "STANDING" 2 "fBodyGyro-mean()-X" -0.967037112037037
"4879" "STANDING" 2 "fBodyGyro-mean()-Y" -0.972576152962963
"4880" "STANDING" 2 "fBodyGyro-mean()-Z" -0.960627696111111
"4881" "STANDING" 2 "fBodyGyro-std()-X" -0.97498812462963
"4882" "STANDING" 2 "fBodyGyro-std()-Y" -0.97103605037037
"4883" "STANDING" 2 "fBodyGyro-std()-Z" -0.969754295740741
"4884" "STANDING" 2 "fBodyGyro-meanFreq()-X" -0.107416045074074
"4885" "STANDING" 2 "fBodyGyro-meanFreq()-Y" -0.171160370096296
"4886" "STANDING" 2 "fBodyGyro-meanFreq()-Z" 0.000226810610740739
"4887" "STANDING" 2 "fBodyAccMag-mean()" -0.964052166481482
"4888" "STANDING" 2 "fBodyAccMag-std()" -0.960519381481482
"4889" "STANDING" 2 "fBodyAccMag-meanFreq()" 0.119649963903704
"4890" "STANDING" 2 "fBodyBodyAccJerkMag-mean()" -0.977065295555556
"4891" "STANDING" 2 "fBodyBodyAccJerkMag-std()" -0.97516046
"4892" "STANDING" 2 "fBodyBodyAccJerkMag-meanFreq()" 0.304871865218519
"4893" "STANDING" 2 "fBodyBodyGyroMag-mean()" -0.961775904814815
"4894" "STANDING" 2 "fBodyBodyGyroMag-std()" -0.956788725740741
"4895" "STANDING" 2 "fBodyBodyGyroMag-meanFreq()" -0.0661266045796296
"4896" "STANDING" 2 "fBodyBodyGyroJerkMag-mean()" -0.977849827407407
"4897" "STANDING" 2 "fBodyBodyGyroJerkMag-std()" -0.977754298148148
"4898" "STANDING" 2 "fBodyBodyGyroJerkMag-meanFreq()" 0.160662823925926
"4899" "STANDING" 3 "tBodyAcc-mean()-X" 0.280046513278689
"4900" "STANDING" 3 "tBodyAcc-mean()-Y" -0.0143376555065574
"4901" "STANDING" 3 "tBodyAcc-mean()-Z" -0.101621722633148
"4902" "STANDING" 3 "tBodyAcc-std()-X" -0.96674254295082
"4903" "STANDING" 3 "tBodyAcc-std()-Y" -0.893449307213115
"4904" "STANDING" 3 "tBodyAcc-std()-Z" -0.911419015081967
"4905" "STANDING" 3 "tGravityAcc-mean()-X" 0.93503077852459
"4906" "STANDING" 3 "tGravityAcc-mean()-Y" -0.301735130327869
"4907" "STANDING" 3 "tGravityAcc-mean()-Z" 0.024763106752459
"4908" "STANDING" 3 "tGravityAcc-std()-X" -0.982020428032787
"4909" "STANDING" 3 "tGravityAcc-std()-Y" -0.957425321803279
"4910" "STANDING" 3 "tGravityAcc-std()-Z" -0.928161577377049
"4911" "STANDING" 3 "tBodyAccJerk-mean()-X" 0.0750900622277049
"4912" "STANDING" 3 "tBodyAccJerk-mean()-Y" 0.00771663644590164
"4913" "STANDING" 3 "tBodyAccJerk-mean()-Z" -0.00807177934114754
"4914" "STANDING" 3 "tBodyAccJerk-std()-X" -0.957086489344262
"4915" "STANDING" 3 "tBodyAccJerk-std()-Y" -0.941686785737705
"4916" "STANDING" 3 "tBodyAccJerk-std()-Z" -0.973059634918033
"4917" "STANDING" 3 "tBodyGyro-mean()-X" -0.0246626070770492
"4918" "STANDING" 3 "tBodyGyro-mean()-Y" -0.0585101918262295
"4919" "STANDING" 3 "tBodyGyro-mean()-Z" 0.0665262054098361
"4920" "STANDING" 3 "tBodyGyro-std()-X" -0.900462227540984
"4921" "STANDING" 3 "tBodyGyro-std()-Y" -0.927788618196721
"4922" "STANDING" 3 "tBodyGyro-std()-Z" -0.91236408147541
"4923" "STANDING" 3 "tBodyGyroJerk-mean()-X" -0.0994602620655738
"4924" "STANDING" 3 "tBodyGyroJerk-mean()-Y" -0.0472415819016393
"4925" "STANDING" 3 "tBodyGyroJerk-mean()-Z" -0.0416832156688525
"4926" "STANDING" 3 "tBodyGyroJerk-std()-X" -0.940937642459016
"4927" "STANDING" 3 "tBodyGyroJerk-std()-Y" -0.968433747868853
"4928" "STANDING" 3 "tBodyGyroJerk-std()-Z" -0.958293011803279
"4929" "STANDING" 3 "tBodyAccMag-mean()" -0.925430819016393
"4930" "STANDING" 3 "tBodyAccMag-std()" -0.915143303606557
"4931" "STANDING" 3 "tGravityAccMag-mean()" -0.925430819016393
"4932" "STANDING" 3 "tGravityAccMag-std()" -0.915143303606557
"4933" "STANDING" 3 "tBodyAccJerkMag-mean()" -0.959303840327869
"4934" "STANDING" 3 "tBodyAccJerkMag-std()" -0.948770043278689
"4935" "STANDING" 3 "tBodyGyroMag-mean()" -0.892089349344262
"4936" "STANDING" 3 "tBodyGyroMag-std()" -0.88212522147541
"4937" "STANDING" 3 "tBodyGyroJerkMag-mean()" -0.962339339672131
"4938" "STANDING" 3 "tBodyGyroJerkMag-std()" -0.957679766885246
"4939" "STANDING" 3 "fBodyAcc-mean()-X" -0.960123409508197
"4940" "STANDING" 3 "fBodyAcc-mean()-Y" -0.908075353770492
"4941" "STANDING" 3 "fBodyAcc-mean()-Z" -0.939507735245902
"4942" "STANDING" 3 "fBodyAcc-std()-X" -0.969931287377049
"4943" "STANDING" 3 "fBodyAcc-std()-Y" -0.89243434852459
"4944" "STANDING" 3 "fBodyAcc-std()-Z" -0.904801254590164
"4945" "STANDING" 3 "fBodyAcc-meanFreq()-X" -0.087024832195082
"4946" "STANDING" 3 "fBodyAcc-meanFreq()-Y" -0.128180130065574
"4947" "STANDING" 3 "fBodyAcc-meanFreq()-Z" 0.00771897878688524
"4948" "STANDING" 3 "fBodyAccJerk-mean()-X" -0.957666856721311
"4949" "STANDING" 3 "fBodyAccJerk-mean()-Y" -0.943497973606557
"4950" "STANDING" 3 "fBodyAccJerk-mean()-Z" -0.969174903442623
"4951" "STANDING" 3 "fBodyAccJerk-std()-X" -0.960570921803279
"4952" "STANDING" 3 "fBodyAccJerk-std()-Y" -0.943948547213115
"4953" "STANDING" 3 "fBodyAccJerk-std()-Z" -0.975595949508197
"4954" "STANDING" 3 "fBodyAccJerk-meanFreq()-X" 0.0749564403088525
"4955" "STANDING" 3 "fBodyAccJerk-meanFreq()-Y" -0.258164810172131
"4956" "STANDING" 3 "fBodyAccJerk-meanFreq()-Z" -0.112367641836066
"4957" "STANDING" 3 "fBodyGyro-mean()-X" -0.901282267540984
"4958" "STANDING" 3 "fBodyGyro-mean()-Y" -0.937711157213115
"4959" "STANDING" 3 "fBodyGyro-mean()-Z" -0.916172537704918
"4960" "STANDING" 3 "fBodyGyro-std()-X" -0.901985672459016
"4961" "STANDING" 3 "fBodyGyro-std()-Y" -0.923125941147541
"4962" "STANDING" 3 "fBodyGyro-std()-Z" -0.919743846065574
"4963" "STANDING" 3 "fBodyGyro-meanFreq()-X" -0.297107441654098
"4964" "STANDING" 3 "fBodyGyro-meanFreq()-Y" -0.316011207026229
"4965" "STANDING" 3 "fBodyGyro-meanFreq()-Z" -0.229120091067541
"4966" "STANDING" 3 "fBodyAccMag-mean()" -0.926968932295082
"4967" "STANDING" 3 "fBodyAccMag-std()" -0.921836076557377
"4968" "STANDING" 3 "fBodyAccMag-meanFreq()" -0.000332753967377052
"4969" "STANDING" 3 "fBodyBodyAccJerkMag-mean()" -0.948627467704918
"4970" "STANDING" 3 "fBodyBodyAccJerkMag-std()" -0.94820681442623
"4971" "STANDING" 3 "fBodyBodyAccJerkMag-meanFreq()" 0.129816297732787
"4972" "STANDING" 3 "fBodyBodyGyroMag-mean()" -0.913682362622951
"4973" "STANDING" 3 "fBodyBodyGyroMag-std()" -0.883439718032787
"4974" "STANDING" 3 "fBodyBodyGyroMag-meanFreq()" -0.309822161422951
"4975" "STANDING" 3 "fBodyBodyGyroJerkMag-mean()" -0.960331717868852
"4976" "STANDING" 3 "fBodyBodyGyroJerkMag-std()" -0.957121510491803
"4977" "STANDING" 3 "fBodyBodyGyroJerkMag-meanFreq()" -0.020630781795082
"4978" "STANDING" 4 "tBodyAcc-mean()-X" 0.280499745892857
"4979" "STANDING" 4 "tBodyAcc-mean()-Y" -0.00948911098553571
"4980" "STANDING" 4 "tBodyAcc-mean()-Z" -0.0961574905535714
"4981" "STANDING" 4 "tBodyAcc-std()-X" -0.97692058
"4982" "STANDING" 4 "tBodyAcc-std()-Y" -0.86159737875
"4983" "STANDING" 4 "tBodyAcc-std()-Z" -0.896880538392857
"4984" "STANDING" 4 "tGravityAcc-mean()-X" 0.95619779125
"4985" "STANDING" 4 "tGravityAcc-mean()-Y" -0.0759009061071429
"4986" "STANDING" 4 "tGravityAcc-mean()-Z" 0.166893825946429
"4987" "STANDING" 4 "tGravityAcc-std()-X" -0.972908355892857
"4988" "STANDING" 4 "tGravityAcc-std()-Y" -0.917613464821429
"4989" "STANDING" 4 "tGravityAcc-std()-Z" -0.899404775267857
"4990" "STANDING" 4 "tBodyAccJerk-mean()-X" 0.0721328379857143
"4991" "STANDING" 4 "tBodyAccJerk-mean()-Y" -0.00653015693773214
"4992" "STANDING" 4 "tBodyAccJerk-mean()-Z" -0.0211889890567857
"4993" "STANDING" 4 "tBodyAccJerk-std()-X" -0.972586541964286
"4994" "STANDING" 4 "tBodyAccJerk-std()-Y" -0.938354677857143
"4995" "STANDING" 4 "tBodyAccJerk-std()-Z" -0.973054201071429
"4996" "STANDING" 4 "tBodyGyro-mean()-X" -0.0306449342357143
"4997" "STANDING" 4 "tBodyGyro-mean()-Y" -0.061824850625
"4998" "STANDING" 4 "tBodyGyro-mean()-Z" 0.0755636430892857
"4999" "STANDING" 4 "tBodyGyro-std()-X" -0.909687974464286
"5000" "STANDING" 4 "tBodyGyro-std()-Y" -0.949227146964286
"5001" "STANDING" 4 "tBodyGyro-std()-Z" -0.909995038571429
"5002" "STANDING" 4 "tBodyGyroJerk-mean()-X" -0.103057894142857
"5003" "STANDING" 4 "tBodyGyroJerk-mean()-Y" -0.0461257201357143
"5004" "STANDING" 4 "tBodyGyroJerk-mean()-Z" -0.0490753497867857
"5005" "STANDING" 4 "tBodyGyroJerk-std()-X" -0.949633878571429
"5006" "STANDING" 4 "tBodyGyroJerk-std()-Y" -0.976065174642857
"5007" "STANDING" 4 "tBodyGyroJerk-std()-Z" -0.957982019464286
"5008" "STANDING" 4 "tBodyAccMag-mean()" -0.906478051785714
"5009" "STANDING" 4 "tBodyAccMag-std()" -0.890976683392857
"5010" "STANDING" 4 "tGravityAccMag-mean()" -0.906478051785714
"5011" "STANDING" 4 "tGravityAccMag-std()" -0.890976683392857
"5012" "STANDING" 4 "tBodyAccJerkMag-mean()" -0.963370738392857
"5013" "STANDING" 4 "tBodyAccJerkMag-std()" -0.958159482142857
"5014" "STANDING" 4 "tBodyGyroMag-mean()" -0.900982100535714
"5015" "STANDING" 4 "tBodyGyroMag-std()" -0.885144317678571
"5016" "STANDING" 4 "tBodyGyroJerkMag-mean()" -0.967614073928571
"5017" "STANDING" 4 "tBodyGyroJerkMag-std()" -0.964282784285714
"5018" "STANDING" 4 "fBodyAcc-mean()-X" -0.973497549642857
"5019" "STANDING" 4 "fBodyAcc-mean()-Y" -0.889549205
"5020" "STANDING" 4 "fBodyAcc-mean()-Z" -0.93164342125
"5021" "STANDING" 4 "fBodyAcc-std()-X" -0.978737637678571
"5022" "STANDING" 4 "fBodyAcc-std()-Y" -0.857380281803571
"5023" "STANDING" 4 "fBodyAcc-std()-Z" -0.887554317678571
"5024" "STANDING" 4 "fBodyAcc-meanFreq()-X" 0.0620999958378571
"5025" "STANDING" 4 "fBodyAcc-meanFreq()-Y" -0.0669875048642857
"5026" "STANDING" 4 "fBodyAcc-meanFreq()-Z" -0.0377822772491071
"5027" "STANDING" 4 "fBodyAccJerk-mean()-X" -0.972310894285714
"5028" "STANDING" 4 "fBodyAccJerk-mean()-Y" -0.937624242142857
"5029" "STANDING" 4 "fBodyAccJerk-mean()-Z" -0.968648411607143
"5030" "STANDING" 4 "fBodyAccJerk-std()-X" -0.975706723571429
"5031" "STANDING" 4 "fBodyAccJerk-std()-Y" -0.944075308928571
